id,name,title,description,popular,recommended,primarySource
"georg-philipp-telemann-1681-concerto-in-d-for-3-trumpets-2-oboes-timpani-strings-and-continuo-76","Concerto in D for 3 Trumpets, 2 Oboes, Timpani, Strings and Continuo","Concerto in D for 3 Trumpets, 2 Oboes, Timpani, Strings and Continuo","Telemann - Concerto in D for 3 Trumpets, 2 Oboes, Timpani, Strings and Continuo",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-d-for-4-violins-twv40202-77","Concerto in D for 4 Violins, TWV.40:202","Concerto in D for 4 Violins, TWV.40:202","Telemann - Concerto in D for 4 Violins, TWV.40:202",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-d-for-horn-violin-2-violas-and-continuo-twv51d8-78","Concerto in D for Horn, Violin, 2 Violas and Continuo, TWV.51:D8","Concerto in D for Horn, Violin, 2 Violas and Continuo, TWV.51:D8","Telemann - Concerto in D for Horn, Violin, 2 Violas and Continuo, TWV.51:D8",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-d-for-trumpet-and-2-oboes-twv53d2-79","Concerto in D for Trumpet, and 2 Oboes, TWV.53:D2","Concerto in D for Trumpet, and 2 Oboes, TWV.53:D2","Telemann - Concerto in D for Trumpet, and 2 Oboes, TWV.53:D2",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-d-for-violin-and-trumpet-80","Concerto in D for Violin and Trumpet","Concerto in D for Violin and Trumpet","Telemann - Concerto in D for Violin and Trumpet",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-d-major-for-2-flutes-calchedon-strings-and-continuo-twv53d1-81","Concerto in D major, for 2 flutes, calchedon, strings and continuo, TWV.53:D1","Concerto in D major, for 2 flutes, calchedon, strings and continuo, TWV.53:D1","Telemann - Concerto in D major, for 2 flutes, calchedon, strings and continuo, TWV.53:D1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-d-major-for-2-flutes-violin-cello-strings-and-continuo-twv54d1-82","Concerto in D major, for 2 flutes, violin, cello, strings and continuo, TWV.54:D1","Concerto in D major, for 2 flutes, violin, cello, strings and continuo, TWV.54:D1","Telemann - Concerto in D major, for 2 flutes, violin, cello, strings and continuo, TWV.54:D1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-d-major-for-2-horns-strings-and-continuo-twv52d1-83","Concerto in D major, for 2 horns, strings and continuo, TWV.52:D1","Concerto in D major, for 2 horns, strings and continuo, TWV.52:D1","Telemann - Concerto in D major, for 2 horns, strings and continuo, TWV.52:D1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-d-major-for-2-violins-bassoon-strings-and-continuo-twv53d4-84","Concerto in D major, for 2 violins, bassoon, strings and continuo, TWV.53:D4","Concerto in D major, for 2 violins, bassoon, strings and continuo, TWV.53:D4","Telemann - Concerto in D major, for 2 violins, bassoon, strings and continuo, TWV.53:D4",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-d-major-for-flute-strings-and-continuo-twv51d4-85","Concerto in D major, for flute, strings and continuo, TWV.51:D4","Concerto in D major, for flute, strings and continuo, TWV.51:D4","Telemann - Concerto in D major, for flute, strings and continuo, TWV.51:D4",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-d-major-for-strings-and-continuo-twvdeest-86","Concerto in D major, for strings and continuo, TWV.deest","Concerto in D major, for strings and continuo, TWV.deest","Telemann - Concerto in D major, for strings and continuo, TWV.deest",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-d-major-for-trumpet-2-oboes-strings-and-continuo-twv53d2-87","Concerto in D major, for trumpet, 2 oboes, strings and continuo, TWV.53:D2","Concerto in D major, for trumpet, 2 oboes, strings and continuo, TWV.53:D2","Telemann - Concerto in D major, for trumpet, 2 oboes, strings and continuo, TWV.53:D2",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-d-major-for-violin-cello-trumpet-strings-and-continuo-twv53d5-88","Concerto in D major, for violin, cello, trumpet, strings and continuo, TWV.53:D5","Concerto in D major, for violin, cello, trumpet, strings and continuo, TWV.53:D5","Telemann - Concerto in D major, for violin, cello, trumpet, strings and continuo, TWV.53:D5",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-d-minor-for-2-chalumeaux--and-strings-twv52d1-89","Concerto in D minor, for 2 chalumeaux  and strings, TWV.52:d1","Concerto in D minor, for 2 chalumeaux  and strings, TWV.52:d1","Telemann - Concerto in D minor, for 2 chalumeaux  and strings, TWV.52:d1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-d-minor-for-2-clarinets-and-strings-twv52d1-90","Concerto in D minor, for 2 clarinets and strings, TWV.52:d1","Concerto in D minor, for 2 clarinets and strings, TWV.52:d1","Telemann - Concerto in D minor, for 2 clarinets and strings, TWV.52:d1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-d-minor-for-2-oboes-bassoon-and-strings-twv53d1-91","Concerto in D minor, for 2 oboes, bassoon and strings, TWV.53:d1","Concerto in D minor, for 2 oboes, bassoon and strings, TWV.53:d1","Telemann - Concerto in D minor, for 2 oboes, bassoon and strings, TWV.53:d1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-d-minor-for-oboe-strings-and-continuo-twv51d1-92","Concerto in D minor, for oboe, strings and continuo, TWV.51:d1","Concerto in D minor, for oboe, strings and continuo, TWV.51:d1","Telemann - Concerto in D minor, for oboe, strings and continuo, TWV.51:d1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-e-flat-major-for-2-horns-strings-and-continuo-twv-54es1-93","Concerto in E flat major for 2 Horns, Strings and Continuo, TWV. 54:Es1","Concerto in E flat major for 2 Horns, Strings and Continuo, TWV. 54:Es1","Telemann - Concerto in E flat major for 2 Horns, Strings and Continuo, TWV. 54:Es1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-e-flat-major-for-2-horns-twv52es1-94","Concerto in E flat major for 2 Horns, TWV.52:Es1","Concerto in E flat major for 2 Horns, TWV.52:Es1","Telemann - Concerto in E flat major for 2 Horns, TWV.52:Es1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-e-flat-major-for-2-trumpets-95","Concerto in E flat major for 2 Trumpets","Concerto in E flat major for 2 Trumpets","Telemann - Concerto in E flat major for 2 Trumpets",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-e-for-2-flutes-and-lute-twv52e2-96","Concerto in E for 2 Flutes and Lute, TWV.52:e2","Concerto in E for 2 Flutes and Lute, TWV.52:e2","Telemann - Concerto in E for 2 Flutes and Lute, TWV.52:e2",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-e-for-flute-oboe-damore-and-viola-damore-twv53e1-97","Concerto in E for Flute, Oboe d'amore, and Viola d'amore, TWV.53:E1","Concerto in E for Flute, Oboe d'amore, and Viola d'amore, TWV.53:E1","Telemann - Concerto in E for Flute, Oboe d'amore, and Viola d'amore, TWV.53:E1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-e-major-for-flute-strings-and-continuo-twv51e1-98","Concerto in E major, for flute, strings and continuo, TWV.51:E1","Concerto in E major, for flute, strings and continuo, TWV.51:E1","Telemann - Concerto in E major, for flute, strings and continuo, TWV.51:E1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-e-minor-for-recorder-flute-strings-and-continuo-twv52e1-99","Concerto in E minor for Recorder, Flute, Strings and Continuo, TWV.52:e1","Concerto in E minor for Recorder, Flute, Strings and Continuo, TWV.52:e1","Telemann - Concerto in E minor for Recorder, Flute, Strings and Continuo, TWV.52:e1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-e-minor-for-2-flutes-calchedon-strings-and-continuo-twv53e2-100","Concerto in E minor, for 2 flutes, calchedon, strings and continuo, TWV.53:e2","Concerto in E minor, for 2 flutes, calchedon, strings and continuo, TWV.53:e2","Telemann - Concerto in E minor, for 2 flutes, calchedon, strings and continuo, TWV.53:e2",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-e-minor-for-2-flutes-violin-strings-and-continuo-twv53e1-101","Concerto in E minor, for 2 flutes, violin, strings and continuo, TWV.53:e1","Concerto in E minor, for 2 flutes, violin, strings and continuo, TWV.53:e1","Telemann - Concerto in E minor, for 2 flutes, violin, strings and continuo, TWV.53:e1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-e-minor-for-flute-violin-and-strings-twv52e3-concerto-a-sei-102","Concerto in E minor, for flute, violin and strings, TWV.52:e3, ""Concerto à Sei""","Concerto in E minor, for flute, violin and strings, TWV.52:e3, ""Concerto à Sei""","Telemann - Concerto in E minor, for flute, violin and strings, TWV.52:e3, ""Concerto à Sei""",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-e-minor-for-oboe-strings-and-continuo-twv51e1-103","Concerto in E minor, for oboe, strings and continuo, TWV.51:e1","Concerto in E minor, for oboe, strings and continuo, TWV.51:e1","Telemann - Concerto in E minor, for oboe, strings and continuo, TWV.51:e1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-f-for-2-horns-twv52f3-104","Concerto in F for 2 Horns, TWV.52:F3","Concerto in F for 2 Horns, TWV.52:F3","Telemann - Concerto in F for 2 Horns, TWV.52:F3",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-f-for-2-horns-twv52f4-105","Concerto in F for 2 Horns, TWV.52:F4","Concerto in F for 2 Horns, TWV.52:F4","Telemann - Concerto in F for 2 Horns, TWV.52:F4",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-f-for-3-violins-strings-and-continuo-twv53f1-106","Concerto in F for 3 violins, strings and continuo, TWV.53:F1","Concerto in F for 3 violins, strings and continuo, TWV.53:F1","Telemann - Concerto in F for 3 violins, strings and continuo, TWV.53:F1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-f-for-recorder-and-bassoon-twv52f1-107","Concerto in F for Recorder and Bassoon, TWV.52:F1","Concerto in F for Recorder and Bassoon, TWV.52:F1","Telemann - Concerto in F for Recorder and Bassoon, TWV.52:F1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-f-major-for-flute-horn-and-continuo-twv42f14-108","Concerto in F major, for flute, horn and continuo, TWV.42:F14","Concerto in F major, for flute, horn and continuo, TWV.42:F14","Telemann - Concerto in F major, for flute, horn and continuo, TWV.42:F14",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-f-major-for-recorder-strings-and-continuo-twv51f1-109","Concerto in F major, for recorder, strings and continuo, TWV.51:F1","Concerto in F major, for recorder, strings and continuo, TWV.51:F1","Telemann - Concerto in F major, for recorder, strings and continuo, TWV.51:F1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-f-minor-for-oboe-strings-and-continuo-twv51f1-110","Concerto in F minor, for oboe, strings and continuo, TWV.51:f1","Concerto in F minor, for oboe, strings and continuo, TWV.51:f1","Telemann - Concerto in F minor, for oboe, strings and continuo, TWV.51:f1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-f-minor-for-oboe-strings-and-continuo-twv51f2-111","Concerto in F minor, for oboe, strings and continuo, TWV.51:f2","Concerto in F minor, for oboe, strings and continuo, TWV.51:f2","Telemann - Concerto in F minor, for oboe, strings and continuo, TWV.51:f2",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-f-sharp-minor-for-violin-strings-and-continuo-twv51fis1-112","Concerto in F sharp minor, for violin, strings and continuo, TWV.51:fis1","Concerto in F sharp minor, for violin, strings and continuo, TWV.51:fis1","Telemann - Concerto in F sharp minor, for violin, strings and continuo, TWV.51:fis1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-g-for-2-violas-twv52g3-113","Concerto in G for 2 Violas, TWV.52:G3","Concerto in G for 2 Violas, TWV.52:G3","Telemann - Concerto in G for 2 Violas, TWV.52:G3",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-g-for-2-violins-twv52g2-114","Concerto in G for 2 Violins, TWV.52:G2","Concerto in G for 2 Violins, TWV.52:G2","Telemann - Concerto in G for 2 Violins, TWV.52:G2",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-g-for-3-trumpets-2-oboes-and-timpani-twv54d3-115","Concerto in G for 3 Trumpets, 2 Oboes, and Timpani, TWV.54:D3","Concerto in G for 3 Trumpets, 2 Oboes, and Timpani, TWV.54:D3","Telemann - Concerto in G for 3 Trumpets, 2 Oboes, and Timpani, TWV.54:D3",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-g-for-4-violins-twv40201-116","Concerto in G for 4 Violins, TWV.40:201","Concerto in G for 4 Violins, TWV.40:201","Telemann - Concerto in G for 4 Violins, TWV.40:201",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-g-for-flute-violin-viola-de-gamba-cello-and-harpsichord-twv-43g1-117","Concerto in G for Flute, Violin, Viola de Gamba, Cello and Harpsichord, TWV. 43:G1","Concerto in G for Flute, Violin, Viola de Gamba, Cello and Harpsichord, TWV. 43:G1","Telemann - Concerto in G for Flute, Violin, Viola de Gamba, Cello and Harpsichord, TWV. 43:G1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-g-major-for-2-flutes-bassoon-strings-and-continuo-twv53g1-118","Concerto in G major, for 2 flutes, bassoon, strings and continuo, TWV.53:G1","Concerto in G major, for 2 flutes, bassoon, strings and continuo, TWV.53:G1","Telemann - Concerto in G major, for 2 flutes, bassoon, strings and continuo, TWV.53:G1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-g-major-for-flute-strings-and-continuo-twv51g1-119","Concerto in G major, for flute, strings and continuo, TWV.51:G1","Concerto in G major, for flute, strings and continuo, TWV.51:G1","Telemann - Concerto in G major, for flute, strings and continuo, TWV.51:G1",false,false,openopus
"georg-philipp-telemann-1681-concerto-in-g-minor-for-violin-strings-and-continuo-twv51g1-120","Concerto in G minor, for violin, strings and continuo, TWV.51:g1","Concerto in G minor, for violin, strings and continuo, TWV.51:g1","Telemann - Concerto in G minor, for violin, strings and continuo, TWV.51:g1",false,false,openopus
"georg-philipp-telemann-1681-concerto-ripieno--in-e-flat-major-twv43es1-121","Concerto ripieno  in E flat major, TWV.43:Es1","Concerto ripieno  in E flat major, TWV.43:Es1","Telemann - Concerto ripieno  in E flat major, TWV.43:Es1",false,false,openopus
"georg-philipp-telemann-1681-continuation-de-sonate-metodiche-for-flute-twv41-122","Continuation de Sonate Metodiche, for flute TWV.41","Continuation de Sonate Metodiche, for flute TWV.41","Telemann - Continuation de Sonate Metodiche, for flute TWV.41",false,false,openopus
"georg-philipp-telemann-1681-daran-ist-erschienen-die-liebe-gottes-for-chorus-2-oboes-strings-and-continuo-twv1165-123","Daran ist erschienen die Liebe Gottes, for chorus, 2 oboes, strings and continuo, TWV.1:165","Daran ist erschienen die Liebe Gottes, for chorus, 2 oboes, strings and continuo, TWV.1:165","Telemann - Daran ist erschienen die Liebe Gottes, for chorus, 2 oboes, strings and continuo, TWV.1:165",false,false,openopus
"georg-philipp-telemann-1681-das-frauenzimmer-verstimmt-sich-immer-aria-with-ritornello-for-voice-flute-violin-and-continuo-twv2537-124","Das Frauenzimmer verstimmt sich immer, aria with ritornello for voice, flute, violin and continuo, TWV.25:37","Das Frauenzimmer verstimmt sich immer, aria with ritornello for voice, flute, violin and continuo, TWV.25:37","Telemann - Das Frauenzimmer verstimmt sich immer, aria with ritornello for voice, flute, violin and continuo, TWV.25:37",false,false,openopus
"georg-philipp-telemann-1681-dazu-ist-erschienen-der-sohn-gottes-for-5-part-chorus-strings-and-continuo-twv1208-125","Dazu ist erschienen der Sohn Gottes, for 5-part chorus, strings and continuo, TWV.1:208","Dazu ist erschienen der Sohn Gottes, for 5-part chorus, strings and continuo, TWV.1:208","Telemann - Dazu ist erschienen der Sohn Gottes, for 5-part chorus, strings and continuo, TWV.1:208",false,false,openopus
"georg-philipp-telemann-1681-de-danske-norske-og-tydske-birthday-cantata-for-2-solo-voices-chorus-strings-and-continuo-twv1210-126","De Danske, Norske og tydske, birthday cantata for 2 solo voices, chorus, strings and continuo, TWV.12:10","De Danske, Norske og tydske, birthday cantata for 2 solo voices, chorus, strings and continuo, TWV.12:10","Telemann - De Danske, Norske og tydske, birthday cantata for 2 solo voices, chorus, strings and continuo, TWV.12:10",false,false,openopus
"georg-philipp-telemann-1681-deine-toten-werden-leben-for-voice-recorder-and-continuo-twv1213-127","Deine Toten werden leben, for voice, recorder and continuo, TWV.1:213","Deine Toten werden leben, for voice, recorder and continuo, TWV.1:213","Telemann - Deine Toten werden leben, for voice, recorder and continuo, TWV.1:213",false,false,openopus
"georg-philipp-telemann-1681-deines-neuen-bundes-gnade-sacred-cantata-for-voice-flute-and-continuo-twv1212-128","Deines neuen Bundes Gnade, sacred cantata for voice, flute and continuo, TWV.1:212","Deines neuen Bundes Gnade, sacred cantata for voice, flute and continuo, TWV.1:212","Telemann - Deines neuen Bundes Gnade, sacred cantata for voice, flute and continuo, TWV.1:212",false,false,openopus
"georg-philipp-telemann-1681-den-christen-mischt-christus-sacred-cantata-for-solo-voice-2-flutes-twv1219b-129","Den Christen mischt Christus, sacred cantata for solo voice, 2 flutes, TWV.1:219b","Den Christen mischt Christus, sacred cantata for solo voice, 2 flutes, TWV.1:219b","Telemann - Den Christen mischt Christus, sacred cantata for solo voice, 2 flutes, TWV.1:219b",false,false,openopus
"georg-philipp-telemann-1681-der-aus-der-lowengrube-errettete-daniel-oratorio-for-soloists-chorus-and-orchestra-130","Der aus der Löwengrube errettete Daniel, oratorio, for soloists, chorus and orchestra","Der aus der Löwengrube errettete Daniel, oratorio, for soloists, chorus and orchestra","Telemann - Der aus der Löwengrube errettete Daniel, oratorio, for soloists, chorus and orchestra",false,false,openopus
"georg-philipp-telemann-1681-der-fur-die-sunden-der-welt-gemarterte-und-sterbende-jesus-twv-51-brockes-passion-131","Der fur die Sunden der Welt gemarterte und sterbende Jesus, TWV. 5:1, ""Brockes Passion""","Der fur die Sunden der Welt gemarterte und sterbende Jesus, TWV. 5:1, ""Brockes Passion""","Telemann - Der fur die Sunden der Welt gemarterte und sterbende Jesus, TWV. 5:1, ""Brockes Passion""",false,false,openopus
"georg-philipp-telemann-1681-der-herr-ist-konig-motet-for-chorus-twv86-132","Der Herr ist König, motet for chorus, TWV.8:6","Der Herr ist König, motet for chorus, TWV.8:6","Telemann - Der Herr ist König, motet for chorus, TWV.8:6",false,false,openopus
"georg-philipp-telemann-1681-der-himmlischen-geister-unzahlbare-menge-sacred-cantata-for-voice-violin-and-continuo-twv1298-133","Der himmlischen Geister unzählbare Menge, sacred cantata for voice, violin and continuo, TWV.1:298","Der himmlischen Geister unzählbare Menge, sacred cantata for voice, violin and continuo, TWV.1:298","Telemann - Der himmlischen Geister unzählbare Menge, sacred cantata for voice, violin and continuo, TWV.1:298",false,false,openopus
"georg-philipp-telemann-1681-der-jungste-tag-christmas-cantata-twv-1301-134","Der jungste Tag, Christmas cantata, TWV. 1:301","Der jungste Tag, Christmas cantata, TWV. 1:301","Telemann - Der jungste Tag, Christmas cantata, TWV. 1:301",false,false,openopus
"georg-philipp-telemann-1681-der-messias-sacred-oratorio-for-3-part-chorus-cello-orchestra-and-continuo-twv64-135","Der Messias, sacred oratorio for 3-part chorus, cello, orchestra and continuo, TWV.6:4","Der Messias, sacred oratorio for 3-part chorus, cello, orchestra and continuo, TWV.6:4","Telemann - Der Messias, sacred oratorio for 3-part chorus, cello, orchestra and continuo, TWV.6:4",false,false,openopus
"georg-philipp-telemann-1681-der-tag-des-gerichts-for-chorus-orchestra-and-continuo-twv68-136","Der Tag des Gerichts, for chorus, orchestra and continuo, TWV.6:8","Der Tag des Gerichts, for chorus, orchestra and continuo, TWV.6:8","Telemann - Der Tag des Gerichts, for chorus, orchestra and continuo, TWV.6:8",false,false,openopus
"georg-philipp-telemann-1681-der-tod-ist-verschlungen-in-den-sieg-for-chorus-2-oboes-2-trumpets-timpani-strings-and-continuo-twv1320-137","Der Tod ist verschlungen in den Sieg, for chorus, 2 oboes, 2 trumpets, timpani, strings, and continuo, TWV.1:320","Der Tod ist verschlungen in den Sieg, for chorus, 2 oboes, 2 trumpets, timpani, strings, and continuo, TWV.1:320","Telemann - Der Tod ist verschlungen in den Sieg, for chorus, 2 oboes, 2 trumpets, timpani, strings, and continuo, TWV.1:320",false,false,openopus
"georg-philipp-telemann-1681-der-tod-jesu-twv-56-138","Der Tod Jesu, TWV. 5:6","Der Tod Jesu, TWV. 5:6","Telemann - Der Tod Jesu, TWV. 5:6",false,false,openopus
"georg-philipp-telemann-1681-deus-judicium-tuum-for-chorus-2-flutes-2-oboes-strings-and-continuo-twv77-139","Deus Judicium Tuum, for chorus, 2 flutes, 2 oboes, strings and continuo, TWV.7:7","Deus Judicium Tuum, for chorus, 2 flutes, 2 oboes, strings and continuo, TWV.7:7","Telemann - Deus Judicium Tuum, for chorus, 2 flutes, 2 oboes, strings and continuo, TWV.7:7",false,false,openopus
"georg-philipp-telemann-1681-die-auferstehung-und-himmelfahrt-jesu-twv66-140","Die Auferstehung und Himmelfahrt Jesu, TWV.6:6","Die Auferstehung und Himmelfahrt Jesu, TWV.6:6","Telemann - Die Auferstehung und Himmelfahrt Jesu, TWV.6:6",false,false,openopus
"georg-philipp-telemann-1681-die-dirne-suite-pour-cordes-et-basse-continue-en-sol-majeur-141","Die Dirne, Suite pour Cordes et Basse Continue en Sol Majeur","Die Dirne, Suite pour Cordes et Basse Continue en Sol Majeur","Telemann - Die Dirne, Suite pour Cordes et Basse Continue en Sol Majeur",false,false,openopus
"georg-philipp-telemann-1681-die-ehre-des-herrlichen-schopfers-zu-melden-sacred-cantata-for-voice-violin-and-continuo-twv1334-142","Die Ehre des herrlichen Schöpfers zu melden, sacred cantata for voice, violin and continuo, TWV.1:334","Die Ehre des herrlichen Schöpfers zu melden, sacred cantata for voice, violin and continuo, TWV.1:334","Telemann - Die Ehre des herrlichen Schöpfers zu melden, sacred cantata for voice, violin and continuo, TWV.1:334",false,false,openopus
"georg-philipp-telemann-1681-die-kinder-des-hochsten-sacred-cantata-twv-1349-143","Die Kinder des Hochsten, sacred cantata TWV. 1:349","Die Kinder des Hochsten, sacred cantata TWV. 1:349","Telemann - Die Kinder des Hochsten, sacred cantata TWV. 1:349",false,false,openopus
"georg-philipp-telemann-1681-die-landlust-for-voice-violin-and-continuo-twv2033-144","Die Landlust, for voice, violin and continuo, TWV.20:33","Die Landlust, for voice, violin and continuo, TWV.20:33","Telemann - Die Landlust, for voice, violin and continuo, TWV.20:33",false,false,openopus
"georg-philipp-telemann-1681-die-liebe-gegen-meinen-gott-for-voice-chorus-2-flutes-2-violins-viola-and-continuo-twv1350-145","Die Liebe gegen meinen Gott, for voice, chorus, 2 flutes, 2 violins, viola and continuo, TWV.1:350","Die Liebe gegen meinen Gott, for voice, chorus, 2 flutes, 2 violins, viola and continuo, TWV.1:350","Telemann - Die Liebe gegen meinen Gott, for voice, chorus, 2 flutes, 2 violins, viola and continuo, TWV.1:350",false,false,openopus
"georg-philipp-telemann-1681-die-stille-nacht-twv1364-146","Die stille Nacht, TWV.1:364","Die stille Nacht, TWV.1:364","Telemann - Die stille Nacht, TWV.1:364",false,false,openopus
"georg-philipp-telemann-1681-die-tageszeiten-for-4-solo-voices-chorus-orchestra-and-continuo-twv2039-147","Die Tageszeiten, for 4 solo voices, chorus, orchestra and continuo, TWV.20:39","Die Tageszeiten, for 4 solo voices, chorus, orchestra and continuo, TWV.20:39","Telemann - Die Tageszeiten, for 4 solo voices, chorus, orchestra and continuo, TWV.20:39",false,false,openopus
"georg-philipp-telemann-1681-divertimento-in-a-for-strings-and-continuo-twv5022-148","Divertimento in A for Strings and Continuo, TWV.50:22","Divertimento in A for Strings and Continuo, TWV.50:22","Telemann - Divertimento in A for Strings and Continuo, TWV.50:22",false,false,openopus
"georg-philipp-telemann-1681-divertimento-in-b-flat-major-for-strings-and-continuo-twv5023-149","Divertimento in B flat major for Strings and Continuo, TWV.50:23","Divertimento in B flat major for Strings and Continuo, TWV.50:23","Telemann - Divertimento in B flat major for Strings and Continuo, TWV.50:23",false,false,openopus
"georg-philipp-telemann-1681-divertimento-in-e-flat-major-twv5021-150","Divertimento in E flat major, TWV.50:21","Divertimento in E flat major, TWV.50:21","Telemann - Divertimento in E flat major, TWV.50:21",false,false,openopus
"georg-philipp-telemann-1681-donnerode-in-2-parts-for-chorus-orchestra-and-continuo-twv63-151","Donnerode, in 2 parts for chorus, orchestra and continuo, TWV.6:3","Donnerode, in 2 parts for chorus, orchestra and continuo, TWV.6:3","Telemann - Donnerode, in 2 parts for chorus, orchestra and continuo, TWV.6:3",false,false,openopus
"georg-philipp-telemann-1681-du-aber-daniel-gehe-hin-funeral-cantata-for-chorus-recorder-oboe-2-violas-da-gamba-strings-and-continuo-twv417-152","Du aber Daniel, gehe hin, funeral cantata for chorus, recorder, oboe, 2 violas da gamba, strings and continuo, TWV.4:17","Du aber Daniel, gehe hin, funeral cantata for chorus, recorder, oboe, 2 violas da gamba, strings and continuo, TWV.4:17","Telemann - Du aber Daniel, gehe hin, funeral cantata for chorus, recorder, oboe, 2 violas da gamba, strings and continuo, TWV.4:17",false,false,openopus
"georg-philipp-telemann-1681-du-angenehmer-weiberorden-for-voice-strings-and-continuo-twv2049-153","Du angenehmer Weiberorden, for voice, strings and continuo, TWV.20:49","Du angenehmer Weiberorden, for voice, strings and continuo, TWV.20:49","Telemann - Du angenehmer Weiberorden, for voice, strings and continuo, TWV.20:49",false,false,openopus
"georg-philipp-telemann-1681-du-bist-verflucht-o-schreckensstimme-for-voice-recorder-and-continuo-twv1385-154","Du bist verflucht, o Schreckensstimme, for voice, recorder and continuo, TWV.1:385","Du bist verflucht, o Schreckensstimme, for voice, recorder and continuo, TWV.1:385","Telemann - Du bist verflucht, o Schreckensstimme, for voice, recorder and continuo, TWV.1:385",false,false,openopus
"georg-philipp-telemann-1681-du-o-schones-weltgebaude-sacred-cantata-for-chorus-2-flutes-2-oboes-strings-and-continuo-twv1394-155","Du, o schönes Weltgebäude, sacred cantata for chorus, 2 flutes, 2 oboes, strings and continuo, TWV.1:394","Du, o schönes Weltgebäude, sacred cantata for chorus, 2 flutes, 2 oboes, strings and continuo, TWV.1:394","Telemann - Du, o schönes Weltgebäude, sacred cantata for chorus, 2 flutes, 2 oboes, strings and continuo, TWV.1:394",false,false,openopus
"georg-philipp-telemann-1681-durchsuche-dich-o-stolzer-geist-for-voice-recorder-and-continuo-twv-1399-156","Durchsuche dich, o stolzer Geist for voice, recorder and continuo, TWV. 1:399","Durchsuche dich, o stolzer Geist for voice, recorder and continuo, TWV. 1:399","Telemann - Durchsuche dich, o stolzer Geist for voice, recorder and continuo, TWV. 1:399",false,false,openopus
"georg-philipp-telemann-1681-ein-feste-burg-ist-unser-gott-motet-for-chorus-and-continuo-twv87-157","Ein feste Burg ist unser Gott, motet for chorus and continuo, TWV.8:7","Ein feste Burg ist unser Gott, motet for chorus and continuo, TWV.8:7","Telemann - Ein feste Burg ist unser Gott, motet for chorus and continuo, TWV.8:7",false,false,openopus
"georg-philipp-telemann-1681-ein-jeder-lauft-der-in-den-schranken-lauft-twv1425-158","Ein jeder Lauft, der in den Schranken Lauft, TWV.1:425","Ein jeder Lauft, der in den Schranken Lauft, TWV.1:425","Telemann - Ein jeder Lauft, der in den Schranken Lauft, TWV.1:425",false,false,openopus
"georg-philipp-telemann-1681-emma-und-eginhard-oder-die-last-tragende-liebe-twv2125-159","Emma und Eginhard, oder Die Last-tragende Liebe, TWV.21:25","Emma und Eginhard, oder Die Last-tragende Liebe, TWV.21:25","Telemann - Emma und Eginhard, oder Die Last-tragende Liebe, TWV.21:25, Opera",false,false,openopus
